NO,QTY,JENIS BARANG,KODE,BERAT CAMPURAN,JUMLAH STONE DIPAKAI,JUMLAH PEMESANAN PER 3 BULAN,BIAYA BAHAN BAKU,UKURAN (INCH),BERAT,HARGA,TOTAL
287,1,SILVER BRACELETS,BSTR 5702-S,0,35,42,30,7.00,38.00,74.46,74.46
288,1,SILVER BRACELETS,NSTR 468-S,0,12,12,39,16.00,75.00,102.23,102.23
289,1,SILVER BRACELETS,NSTR 468-S,0,12,41,24,18.00,83.00,109.91,109.91
290,3,SILVER BRACELETS,BSTR 468-S,0,12,37,48,7.50,107.00,62.48,187.44
291,2,SILVER BRACELETS,BSTR 468-S,0,12,9,99,7.50,71.00,62.48,124.96
292,2,SILVER NECKLECES,NSRB 301,0,0,3,31,16.00,49.00,23.52,47.04
293,2,SILVER NECKLECES,NSRB 301,0,0,41,27,18.00,54.00,25.92,51.84
294,2,SILVER NECKLECES,NSRB 301,0,0,8,48,20.00,61.00,29.28,58.56
295,2,SILVER NECKLECES,NSRB 301,0,0,25,13,24.00,73.00,35.04,70.08
296,2,SILVER NECKLECES,NSRB 301,0,0,4,29,30.00,90.00,43.20,86.40
297,3,SILVER BRACELETS,BCBD 725,0,0,14,84,7.00,154.00,49.28,147.84
298,4,SILVER BRACELETS,BCBD 725,0,0,30,56,7.50,217.00,52.08,208.32
299,4,SILVER BRACELETS,BCBD 725,0,0,15,93,8.00,228.00,54.72,218.88
300,7,SILVER BRACELETS,BSTR 6831,0,0,46,93,7.50,365.00,50.06,350.40
301,7,SILVER BRACELETS,BSTR 6831,0,0,23,49,8.00,382.00,52.39,366.72
302,6,SILVER BRACELETS,BSTR 6831,0,0,5,45,8.50,348.00,55.68,334.08
303,5,SILVER BRACELETS,BSTR 681,0,0,40,59,7.50,256.00,49.15,245.76
304,5,SILVER BRACELETS,BSTR 681,0,0,45,63,8.00,269.00,51.65,258.24
305,5,SILVER BRACELETS,BSTR 681,0,0,10,16,8.50,289.00,55.49,277.44
306,10,SILVER BRACELETS,BSTR 462,0,0,10,50,7.00,241.00,23.14,231.36
307,8,SILVER BRACELETS,BSTR 462,0,0,30,54,7.50,206.00,24.72,197.76
308,8,SILVER BRACELETS,BSTR 462,0,0,16,20,8.00,215.00,25.80,206.40
309,10,SILVER BRACELETS,BSTR 463,0,0,6,38,7.00,242.00,23.23,232.32
310,15,SILVER BRACELETS,BSTR 463,0,0,47,44,7.50,386.00,24.70,370.56
311,3,SILVER BRACELETS,BSFB 614,0,0,4,91,8.00,454.00,145.28,435.84
312,2,SILVER BRACELETS,BSFB 614,0,0,12,59,8.50,328.00,157.44,314.88
313,2,SILVER BRACELETS,BSFB 614,0,0,10,51,9.00,347.00,166.56,333.12
314,5,SILVER BRACELETS,BSER 125,0,0,4,69,7.50,321.00,61.63,308.16
315,6,SILVER BRACELETS,BSER 125,0,0,20,18,8.00,414.00,66.24,397.44
316,4,SILVER BRACELETS,BSER 125,0,0,47,23,8.50,288.00,69.12,276.48
317,3,SILVER BRACELETS,BSHK 743,0,0,17,27,7.50,197.00,63.04,189.12
318,3,SILVER BRACELETS,BSHK 743,0,0,26,33,8.00,212.00,67.84,203.52
319,3,SILVER BRACELETS,BSHK 743,0,0,42,60,8.50,227.00,72.64,217.92
320,2,SILVER BRACELETS,BSTR 711,0,0,14,24,8.00,187.00,89.76,179.52
321,4,SILVER BRACELETS,BSTR 711,0,0,35,87,8.50,394.00,94.56,378.24
322,1,SILVER BRACELETS,BSTR 711,0,0,36,87,9.00,103.00,98.88,98.88
323,3,SILVER BRACELETS,BSFK 850,0,0,41,25,7.50,175.00,56.00,168.00
324,4,SILVER BRACELETS,BSFK 850,0,0,26,94,8.00,251.00,60.24,240.96
325,3,SILVER BRACELETS,BSFK 816,0,0,46,96,8.00,190.00,60.80,182.40
326,4,SILVER BRACELETS,BSFK 816,0,0,48,17,8.50,262.00,62.88,251.52
327,2,SILVER BRACELETS,BPKM 210,0,0,12,91,8.00,133.00,63.84,127.68
328,3,SILVER BRACELETS,BPKM 210,0,0,7,22,8.50,211.00,67.52,202.56
329,1,SILVER BRACELETS,BPKM 210,0,0,22,76,9.00,73.00,70.08,70.08
330,2,SILVER BRACELETS,BSTR 577-G,1,0,32,18,7.50,103.00,127.13,254.26
331,2,SILVER BRACELETS,BSFK 850-G,0.9,0,8,32,7.50,118.00,125.66,251.32
332,1,SILVER BRACELETS,BSFK 850-G,0.9,0,44,76,8.00,64.00,130.46,130.46
333,1,SILVER BRACELETS,BSTR 711-G,1.3,0,36,81,8.00,91.00,173.73,173.73
334,1,SILVER BRACELETS,BSTR 711-G,1.3,0,47,18,8.50,96.00,178.53,178.53
335,1,SILVER BRACELETS,BSFB 614-G,2.2,0,11,65,8.00,152.00,270.64,270.64
336,1,SILVER BRACELETS,BSFB 614-G,2.2,0,29,41,8.50,163.00,281.20,281.20
337,2,SILVER BRACELETS,BTP 154-S,0,5,31,52,8.00,271.00,160.08,320.16
338,3,SILVER BRACELETS,BTP 154-S,0,5,31,35,8.50,424.00,165.69,497.07
339,3,SILVER BRACELETS,BSRK 560,0,0,2,93,7.00,126.00,40.32,120.96
340,3,SILVER BRACELETS,BSRK 560,0,0,30,79,7.50,128.00,40.96,122.88
341,5,SILVER BRACELETS,BSRK 560,0,0,37,53,7.50,221.00,42.43,212.16
342,2,SILVER BRACELETS,BSRK 560,0,0,37,84,8.00,94.00,45.12,90.24
343,10,SILVER NECKLECES,NSRK 501,0,0,45,20,18.00,727.00,69.79,697.92
344,10,SILVER NECKLECES,NSRK 501,0,0,33,63,20.00,809.00,77.66,776.64
345,2,SILVER BRACELETS,BSAN 1845,0,0,48,43,8.00,195.00,93.60,187.20
346,3,SILVER BRACELETS,BSAN 1845,0,0,18,85,8.50,307.00,98.24,294.72
347,3,SILVER BRACELETS,BSTR 468-S,0,12,29,25,7.00,102.00,61.02,183.06
348,4,SILVER BRACELETS,BSTR 468-S,0,12,15,66,7.00,137.00,61.02,244.08
349,9,SILVER BRACELETS,BSTR 468-S,0,12,18,86,7.50,331.00,63.59,572.31
350,2,SILVER BRACELETS,BSTR 468-S,0,12,50,96,7.50,73.00,63.59,127.18
351,1,SILVER BRACELETS,BSTR 468-S,0,12,29,69,8.00,39.00,65.68,65.68
352,1,SILVER BRACELETS                                ,BSTR 468-S,0,12,45,26,8.00,39.00,65.68,65.68
353,1,SILVER BRACELETS                              ,BSTR 815-S,0,15,6,100,7.00,47.00,74.16,74.16
354,2,SILVER BRACELETS                               ,BSTR 815-S,0,15,27,60,7.00,92.00,74.16,148.32
355,5,SILVER BRACELETS                               ,BSTR 815-S,0,15,45,93,7.50,243.00,75.66,378.30
356,4,SILVER BRACELETS                              ,BSTR 815-S,0,15,33,19,7.50,194.00,75.66,302.64
357,2,SILVER BRACELETS                               ,BSER 125-S,0,12,8,99,7.50,128.00,90.63,181.26
358,1,SILVER BRACELETS                              ,BSER 125-S,0,12,13,91,7.50,65.00,90.63,90.63
359,1,SILVER BRACELETS                                ,BSER 125-S,0,12,19,29,8.00,67.00,94.47,94.47
360,1,SILVER BRACELETS                              ,BSER 125-S,0,12,26,47,8.00,69.00,94.47,94.47
361,1,SILVER BRACELETS                              ,BSFK 816-S,0,16,1,58,7.50,60.00,86.91,86.91
362,1,SILVER BRACELETS                                ,BSFK 816-S,0,16,42,78,7.50,59.00,86.91,86.91
363,1,SILVER BRACELETS                              ,BSFK 816-S,0,16,26,47,8.00,64.00,90.75,90.75
364,1,SILVER BRACELETS                               ,BSFK 816-S,0,16,33,79,8.00,64.00,90.75,90.75
365,6,SILVER BRACELETS,BSTR 682,0,0,17,15,7.50,318.00,50.88,305.28
366,6,SILVER BRACELETS                                            ,BSTR 682,0,0,22,11,8.00,326.00,52.16,312.96
367,2,SILVER BRACELETS                                           ,BSTR 682,0,0,6,41,8.50,116.00,55.68,111.36
368,5,SILVER BRACELETS                                           ,BCBP 682,0,0,42,47,7.50,289.00,55.49,277.44
369,4,SILVER BRACELETS                                             ,BCBP 682,0,0,32,60,8.00,243.00,58.32,233.28
370,3,SILVER BRACELETS                                           ,BCBP 682,0,0,48,26,8.50,195.00,62.40,187.20
371,1,SILVER BRACELETS                                           ,BSTR 468-G,0.8,0,24,39,7.50,38.00,101.16,101.16
372,1,SILVER BRACELETS                                           ,BTOV 561,0,0,1,71,7.50,43.00,41.28,41.28
373,1,SILVER BRACELETS                                            ,BLKL 115,0,0,45,53,8.00,32.00,46.68,46.68
374,1,SILVER BRACELETS                                           ,BLKL 750,0,0,9,21,7.50,20.00,34.80,34.80
375,1,SILVER BRACELETS                                            ,BLKL 750,0,0,21,81,8.00,21.00,35.79,35.79
376,3,SILVER BRACELETS                                            ,BSER 117,0,0,34,93,7.50,219.00,70.08,210.24
377,3,SILVER BRACELETS                                            ,BSER 117,0,0,12,69,8.00,228.00,72.96,218.88
378,5,SILVER BRACELETS                                            ,BCST 775,0,0,1,81,7.00,166.00,31.87,159.36
379,5,SILVER BRACELETS                                           ,BCST 775,0,0,14,85,7.50,179.00,34.37,171.84
380,1,SILVER BRACELETS,BCST 775-G,0.8,0,31,49,7.00,35.00,98.28,98.28
381,1,SILVER BRACELETS ,BCST 775-G,0.8,0,36,39,7.50,37.00,100.20,100.20
382,3,SILVER BRACELETS  ,BSOK 45,0,0,45,13,7.00,79.00,25.28,75.84
383,1,SILVER BRACELETS                                           ,BSOK 45,0,0,26,78,7.50,28.00,26.88,26.88
384,1,SILVER BRACELETS                                            ,BSBP 646,0,0,21,74,7.00,35.00,33.60,33.60
385,1,SILVER BRACELETS                                           ,BSBP 646,0,0,47,47,7.50,36.00,34.56,34.56
386,2,SILVER BRACELETS                                             ,BTP 124,0,0,39,50,8.00,259.00,124.32,248.64
387,2,SILVER BRACELETS                                            ,BTP 124,0,0,47,75,8.50,270.00,129.60,259.20
388,1,SILVER BRACELETS                                            ,BTP 124,0,0,50,14,9.00,145.00,139.20,139.20
389,1,SILVER BRACELETS,NSFB 614,0,0,16,54,26.00,480.00,460.80,460.80
390,1,SILVER BRACELETS,BCBD 725,0,0,40,87,8.50,60.00,57.60,57.60
391,1,SILVER BRACELETS,BCBD 725,0,0,26,66,9.00,63.00,60.48,60.48
392,1,SILVER BRACELETS,BAKL 123,0,0,2,57,7.00,47.00,45.12,45.12
393,3,SILVER BRACELETS,BAKL 123,0,0,6,19,7.50,150.00,48.00,144.00
394,1,SILVER BRACELETS,BSAN 1845,0,0,11,12,8.00,98.00,94.08,94.08
395,1,SILVER BRACELETS,BSAN 1845,0,0,1,46,8.50,104.00,99.84,99.84
396,1,SILVER BRACELETS,BTP 124,0,0,42,69,9.00,142.00,136.32,136.32
397,1,SILVER BRACELETS,BCHK 1040,0,0,2,51,8.00,106.00,101.76,101.76
398,1,SILVER BRACELETS,BCHK 1041,0,0,22,38,9.00,118.00,113.28,113.28
399,1,SILVER BRACELETS,BSTR 397,0,0,33,97,9.00,79.00,75.84,75.84
400,2,SILVER BRACELETS,BSTR 097-S,0,46,23,12,8.00,135.00,102.19,204.38
401,2,SILVER BRACELETS,BSTR 097-S,0,46,2,28,9.00,155.00,111.79,223.58
402,2,SILVER BRACELETS,BSKN 68,0,0,27,91,9.00,131.00,62.88,125.76
403,19,SILVER BRACELETS,BSOK 46,0,0,38,64,7.00,638.00,32.24,612.48
404,20,SILVER BRACELETS,BSOK 46,0,0,13,74,7.50,723.00,34.70,694.08
405,20,SILVER BRACELETS,BSOK 46,0,0,49,55,8.00,762.00,36.58,731.52
406,2,SILVER BRACELETS,BSOK 46,0,0,48,99,8.25,78.00,37.44,74.88
407,10,SILVER BRACELETS,BSOK 46,0,0,20,22,8.50,406.00,38.98,389.76
408,2,SILVER NECKLECES,NSKL 761,0,0,27,21,16.00,194.00,93.12,186.24
409,2,SILVER NECKLECES,NSKL 761,0,0,17,39,18.00,220.00,105.60,211.20
410,2,SILVER NECKLECES,NSKL 761,0,0,10,17,20.00,242.00,116.16,232.32
411,2,SILVER NECKLECES,NSOK46,0,0,35,10,18.00,171.00,82.08,164.16
412,2,SILVER BRACELETS,BCKS 48,0,0,20,97,8.00,89.00,42.72,85.44
413,1,SILVER BRACELETS,BCTG 117,0,0,11,76,9.25,104.00,99.84,99.84
414,12,SILVER BRACELETS,BCVJ 93,0,0,21,85,7.00,367.00,30.28,363.33
415,8,SILVER BRACELETS,BCVJ 93,0,0,28,40,7.50,261.00,32.30,258.39
416,10,SILVER BRACELETS,BSTR 750,0,0,31,70,7.50,488.00,46.85,468.48
417,10,SILVER BRACELETS,BSTR 750,0,0,41,27,8.00,512.00,49.15,491.52
418,6,SILVER BRACELETS,BSTR 750,0,0,46,19,8.50,328.00,52.48,314.88
419,6,SILVER BRACELETS,BSTR 750,0,0,48,51,9.00,349.00,55.84,335.04
420,5,SILVER NECKLECES,NSRK 501,0,0,7,88,18.00,375.00,72.00,360.00
421,5,SILVER NECKLECES,NSRK 501,0,0,47,63,20.00,420.00,80.64,403.20
422,3,SILVER NECKLECES,NSRK 501,0,0,43,22,22.00,263.00,84.16,252.48
423,6,SILVER NECKLECES,NSRK 401,0,0,9,42,18.00,283.00,45.28,271.68
424,6,SILVER NECKLECES,NSRK 401,0,0,18,41,20.00,319.00,51.04,306.24
425,6,SILVER NECKLECES,NSRK 401,0,0,26,60,22.00,335.00,53.60,321.60
426,8,SILVER BRACELETS,BSOK 46-GP,0,0,4,92,7.50,292.00,40.04,320.32
427,8,SILVER BRACELETS,BSOK 46-GP,0,0,32,12,8.00,306.00,41.72,333.76
428,8,SILVER BRACELETS ,BSOK 46-GP,0,0,39,76,8.50,328.00,44.36,354.88
429,8,SILVER BRACELETS,BSTR 750-GP,0,0,11,71,7.50,386.00,51.32,410.56
430,8,SILVER BRACELETS ,BSTR 750-GP,0,0,42,38,8.00,419.00,55.28,442.24
431,8,SILVER BRACELETS,BSTR 750-GP,0,0,16,42,8.50,444.00,58.28,466.24
432,8,SILVER BRACELETS,BSTR 750-GP,0,0,18,74,9.00,470.00,61.40,491.20
433,2,SILVER BRACELETS,BSTR 550,0,0,13,39,8.00,105.00,50.40,100.80
434,2,SILVER BRACELETS,BSTR 550,0,0,25,19,8.50,111.00,53.28,106.56
435,2,SILVER BRACELETS,BSTR 550,0,0,26,12,9.00,117.00,56.16,112.32
436,2,SILVER BRACELETS,BSTR 097,0,0,31,58,8.00,132.00,63.36,126.72
437,2,SILVER BRACELETS,BSTR 097,0,0,7,71,8.50,140.00,67.20,134.40
438,2,SILVER BRACELETS,BSTR 577,0,0,1,24,8.50,117.00,56.16,112.32
439,2,SILVER BRACELETS,BSTR 468-S,0,12,40,43,7.00,71.00,62.31,124.62
440,2,SILVER BRACELETS,BSTR 468-S,0,12,15,83,7.00,71.00,62.31,124.62
441,10,SILVER BRACELETS,BSTR 468-S,0,12,17,59,7.50,374.00,64.14,641.40
442,5,SILVER BRACELETS,BSTR 468-S,0,12,49,93,7.50,187.00,64.14,320.70
443,1,SILVER BRACELETS,BTP 128,0,0,47,20,8.50,124.00,119.04,119.04
444,1,SILVER BRACELETS,BSFB 614,0,0,25,25,8.00,151.00,144.96,144.96
445,1,SILVER BRACELETS,BSFB 590,0,0,42,34,7.00,72.00,69.12,69.12
446,1,SILVER BRACELETS,BSFB 590,0,0,11,57,7.50,76.00,72.96,72.96
447,1,SILVER BRACELETS,BSFB 074,0,0,5,24,7.00,55.00,52.80,52.80
448,2,SILVER BRACELETS,BSFB 074,0,0,22,78,7.50,117.00,56.16,112.32
449,2,SILVER BRACELETS,BSFB 074,0,0,10,44,8.00,122.00,58.56,117.12
450,2,SILVER BRACELETS,BSBP 540,0,0,29,11,7.00,87.00,41.76,83.52
451,1,SILVER BRACELETS,BSTR 075-G,2.5,0,42,94,7.50,50.00,125.69,125.69
452,1,SILVER BRACELETS,NSTR 468-S,0,12,10,44,19.00,93.00,117.51,117.51
453,1,SILVER BRACELETS,NSRB 401,0,0,4,12,30.00,87.00,83.52,83.52
454,1,SILVER BRACELETS,BSRK 560,0,0,10,74,7.00,42.00,40.32,40.32
455,2,SILVER BRACELETS,BSRK 560,0,0,32,22,7.00,84.00,40.32,80.64
456,8,SILVER BRACELETS,BSRK 560,0,0,48,75,7.50,359.00,43.08,344.64
457,2,SILVER BRACELETS,BSRK 560,0,0,42,66,8.00,93.00,44.64,89.28
458,1,SILVER BRACELETS,BBSB 1612-G,2.5,0,50,75,M,64.00,201.00,201.00
459,10,SILVER BRACELETS,BSTR 570,0,0,40,56,7.00,298.00,28.61,286.08
460,11,SILVER BRACELETS,BSTR 570,0,0,26,10,7.50,350.00,30.55,336.00
461,3,SILVER BRACELETS,BSTR 570,0,0,17,22,8.00,102.00,32.64,97.92
462,7,SILVER BRACELETS,BSTR 571,0,0,33,50,7.00,247.00,33.87,237.12
463,5,SILVER BRACELETS,BSTR 571,0,0,12,69,7.50,187.00,35.90,179.52
464,3,SILVER BRACELETS,BSBP 5711,0,0,44,80,7.00,135.00,43.20,129.60
465,5,SILVER BRACELETS,BSBP 5711,0,0,47,50,7.50,238.00,45.70,228.48
466,2,SILVER BRACELETS,BSBP 5711,0,0,17,46,8.00,101.00,48.48,96.96
467,4,SILVER BRACELETS,BSBP 955,0,0,11,82,,284.00,68.16,272.64
468,4,SILVER BRACELETS,BSBP 955,0,0,45,14,8.00,294.00,70.56,282.24
469,2,SILVER BRACELETS,BSBP 955,0,0,24,10,8.50,159.00,76.32,152.64
470,4,SILVER BRACELETS,BSAN 5155,0,0,35,46,7.50,305.00,73.20,292.80
471,4,SILVER BRACELETS,BSAN 5155,0,0,37,31,8.00,321.00,77.04,308.16
472,2,SILVER BRACELETS,BSAN 5155,0,0,50,80,8.50,170.00,81.60,163.20
473,25,SILVER BRACELETS,BSOK 46,0,0,42,10,7.00,804.00,30.87,771.84
474,27,SILVER BRACELETS,BSOK 46,0,0,25,18,7.50,917.00,32.60,880.32
475,24,SILVER BRACELETS,BSOK 46,0,0,28,47,8.00,901.00,36.04,864.96
476,7,SILVER BRACELETS,BSOK 46,0,0,31,34,8.50,287.00,39.36,275.52
477,3,SILVER BRACELETS,BSTR 750,0,0,35,22,7.50,158.00,50.56,151.68
478,3,SILVER BRACELETS,BSTR 750,0,0,6,28,8.00,170.00,54.40,163.20
479,3,SILVER BRACELETS,BSTR 750,0,0,18,97,8.50,179.00,57.28,171.84
480,3,SILVER BRACELETS,BSTR 750,0,0,49,55,9.00,188.00,60.16,180.48
481,7,SILVER BRACELETS,BSTR 577,0,0,19,79,7.50,376.00,51.57,360.96
482,5,SILVER BRACELETS,BSTR 577,0,0,9,65,8.00,288.00,55.30,276.48
483,3,SILVER BRACELETS,BSTR 577,0,0,38,99,8.50,184.00,58.88,176.64
484,3,SILVER BRACELETS,BSTR 577,0,0,31,51,9.00,192.00,61.44,184.32
485,1,SILVER NECKLECES,NSRK 501,0,0,36,91,17.00,68.00,65.28,65.28
486,5,SILVER NECKLECES,NSRK 501,0,0,20,45,18.00,360.00,69.12,345.60
487,4,SILVER NECKLECES,NSRK 501,0,0,21,45,20.00,314.00,75.36,301.44
488,3,SILVER NECKLECES,NSRK 501,0,0,46,73,22.00,263.00,84.16,252.48
489,2,SILVER BRACELETS,BSTR 468-S,0,12,49,90,7.00,71.00,62.31,124.62
490,2,SILVER BRACELETS,BSTR 468-S,0,12,48,10,7.50,76.00,64.71,129.42
491,2,SILVER BRACELETS,BCTR 738-S,0,42,46,49,7.00,94.00,81.43,162.86
492,2,SILVER BRACELETS,BCTR 738-S,0,42,8,47,7.50,100.00,84.31,168.62
493,1,SILVER BRACELETS,BTRG 165-S,0,18,14,73,7.00,73.00,99.93,99.93
494,1,SILVER BRACELETS,BSTR 097-S,0,46,32,85,7.00,62.00,96.91,96.91
495,1,SILVER NECKLECES,NSOK 03,0,0,26,62,20.00,140.00,134.40,134.40
496,1,SILVER BRACELETS,BCTP 115,0,0,14,47,8.50,149.00,143.04,143.04
497,2,SILVER BRACELETS,BTP 124,0,0,41,57,8.00,281.00,134.88,269.76
498,3,SILVER BRACELETS,BTP 124,0,0,6,89,8.50,448.00,143.36,430.08
499,1,SILVER BRACELETS,BFTN 127,0,0,14,66,8.50,114.00,109.44,109.44
500,1,SILVER BRACELETS,BSER 1016,0,0,33,62,9.00,143.00,137.28,137.28
501,2,SILVER BRACELETS,BCKS 106,0,0,7,37,8.00,150.00,72.00,144.00
502,1,SILVER BRACELETS,BSTR 179,0,0,3,45,7.50,60.00,57.60,57.60
503,2,SILVER BRACELETS,BSTR 179,0,0,41,12,8.00,128.00,61.44,122.88
504,3,SILVER BRACELETS,BCTR 800,0,0,15,35,8.00,224.00,71.68,215.04
505,1,SILVER BRACELETS,BCTR 800,0,0,3,97,8.50,81.00,77.76,77.76
506,5,SILVER BRACELETS,BFTN 115,0,0,47,69,8.00,472.00,90.62,453.12
507,2,SILVER BRACELETS,BFTN 115,0,0,45,14,8.50,204.00,97.92,195.84
508,2,SILVER BRACELETS,BSTR 711,0,0,42,91,8.00,197.00,94.56,189.12
509,1,SILVER BRACELETS,BFTR 150,0,0,3,30,8.00,128.00,122.88,122.88
510,3,SILVER BRACELETS,BFTR 150,0,0,2,68,8.50,402.00,128.64,385.92
511,2,SILVER BRACELETS,BSFK 850,0,0,47,15,7.50,117.00,56.16,112.32
512,3,SILVER BRACELETS,BSFB 074,0,0,10,92,8.00,176.00,56.32,168.96
513,2,SILVER BRACELETS,BSTR 815-S,0,15,13,87,7.50,107.00,80.40,160.80
514,3,SILVER BRACELETS,BSTR 977,0,0,4,74,8.00,203.00,64.96,194.88
515,1,SILVER BRACELETS,BTP 128,0,0,25,45,9.00,137.00,131.52,131.52
516,3,SILVER BRACELETS,BCHK 1040,0,0,47,69,8.00,321.00,102.72,308.16
517,1,SILVER BRACELETS,BCHK 1040,0,0,1,93,8.50,116.00,111.36,111.36
518,2,SILVER BRACELETS,BCRK 775,0,0,16,82,7.50,97.00,46.56,93.12
519,3,SILVER BRACELETS,BTP 108,0,0,39,31,8.50,387.00,123.84,371.52
520,1,SILVER BRACELETS,BTP 154-S,0,5,24,11,9.00,161.00,185.91,185.91
521,2,SILVER BRACELETS,BSTR 550,0,0,3,37,8.50,139.00,66.72,133.44
522,3,SILVER NECKLECES,NTRP 501,0,0,35,77,20.00,224.00,71.68,215.04
523,2,SILVER BRACELETS,BSRK 560,0,0,38,75,8.50,95.00,45.60,91.20
524,4,SILVER BRACELETS,BCBD 725,0,0,25,17,8.00,233.00,55.92,223.68
525,6,SILVER BRACELETS,BTOV 561,0,0,7,24,7.00,239.00,38.24,229.44
526,7,SILVER BRACELETS,BTOV 561,0,0,31,49,7.50,298.00,40.87,286.08
527,8,SILVER BRACELETS,BSBP 646,0,0,48,65,7.00,271.00,32.52,260.16
528,8,SILVER BRACELETS,BSBP 646,0,0,47,49,7.50,289.00,34.68,277.44
529,3,SILVER BRACELETS,BSFK 816,0,0,33,40,7.50,177.00,56.64,169.92
530,4,SILVER BRACELETS,BSFK 816,0,0,25,84,8.00,255.00,61.20,244.80
531,4,SILVER BRACELETS,BCTR 738-SL,0,0,1,17,7.00,196.00,47.04,188.16
532,4,SILVER BRACELETS,BCTR 738-SL,0,0,42,41,7.50,208.00,49.92,199.68
533,2,SILVER BRACELETS,BS 04-S,0,1,48,36,7.50,90.00,76.66,153.32
534,2,SILVER BRACELETS,BS 04-S,0,1,27,17,7.50,89.00,76.66,153.32
535,1,SILVER BRACELETS,BS 04-S,0,1,17,39,7.50,46.00,,87.16
536,4,SILVER BRACELETS,BSBP 600,0,0,7,63,7.00,163.00,39.12,156.48
537,4,SILVER BRACELETS,BSBP 600,0,0,44,17,7.50,174.00,41.76,167.04
538,3,SILVER BRACELETS,BSER 1016,0,0,8,72,8.00,374.00,119.68,359.04
539,5,SILVER BRACELETS,BSER 1016,0,0,40,46,8.50,658.00,126.34,631.68
540,1,SILVER BRACELETS,BSER 1016,0,0,4,24,9.00,138.00,132.48,132.48
541,6,SILVER BRACELETS,BAKL 123,0,0,14,46,7.00,293.00,46.88,281.28
542,3,SILVER BRACELETS,BAKL 123,0,0,34,88,7.50,156.00,49.92,149.76
543,2,SILVER BRACELETS,BAKL 123,0,0,48,29,8.00,108.00,51.84,103.68
544,1,SILVER BRACELETS,BSBP 708,0,0,12,14,8.00,78.00,74.88,74.88
545,1,SILVER BRACELETS,BSBP 708,0,0,48,55,8.50,83.00,79.68,79.68
546,1,SILVER BRACELETS,BTP 128,0,0,16,64,8.00,121.00,116.16,116.16
547,1,SILVER BRACELETS,BTP 128,0,0,30,48,8.50,135.00,129.60,129.60
548,1,SILVER BRACELETS,BTP 128,0,0,49,74,9.00,143.00,137.28,137.28
549,3,SILVER BRACELETS,BCBD 725,0,0,15,21,8.00,171.00,54.72,164.16
550,3,SILVER BRACELETS,BCBD 725,0,0,36,46,8.50,177.00,56.64,169.92
551,2,SILVER BRACELETS,BSFB 074,0,0,38,45,7.00,108.00,51.84,103.68
552,3,SILVER BRACELETS,BSFB 074,0,0,17,99,7.50,170.00,54.40,163.20
553,3,SILVER BRACELETS,BSFB 074,0,0,32,39,8.00,178.00,56.96,170.88
554,1,SILVER BRACELETS,BSFB 074,0,0,12,44,8.50,63.00,60.48,60.48
555,1,SILVER BRACELETS,BCKS 167,0,0,4,31,9.00,212.00,203.52,203.52
556,1,SILVER BRACELETS,BCHK 1040,0,0,43,25,8.00,110.00,105.60,105.60
557,1,SILVER BRACELETS,BCHK 1040,0,0,8,33,8.50,113.00,108.48,108.48
558,1,SILVER BRACELETS,BSFB 614,0,0,2,14,8.50,160.00,153.60,153.60
559,1,SILVER BRACELETS,BSFB 614,0,0,43,86,9.00,167.00,160.32,160.32
560,1,SILVER BRACELETS,BTP 124,0,0,12,63,8.00,128.00,122.88,122.88
561,3,SILVER BRACELETS,BTP 124,0,0,45,45,8.50,398.00,127.36,382.08
562,1,SILVER BRACELETS,BTP 124,0,0,1,44,9.00,140.00,134.40,134.40
563,1,SILVER BRACELETS,BTP 124,0,0,40,84,9.50,150.00,144.00,144.00
564,1,SILVER BRACELETS,BSTR 379,0,0,2,38,8.50,83.00,79.68,79.68
565,1,SILVER BRACELETS,BCBP 900,0,0,10,40,8.50,98.00,94.08,94.08
566,1,SILVER BRACELETS,BFTN 125,0,0,27,24,8.00,102.00,97.92,97.92
567,1,SILVER BRACELETS,BFTN 125,0,0,12,41,8.50,108.00,103.68,103.68
568,2,SILVER BRACELETS,BSBP 540,0,0,29,75,7.00,90.00,43.20,86.40
569,2,SILVER BRACELETS,BSBP 540,0,0,2,59,7.50,97.00,46.56,93.12
570,4,SILVER BRACELETS,BSOK 46,0,0,1,92,7.00,123.00,29.52,118.08
571,3,SILVER BRACELETS,BSOK 46,0,0,11,14,7.50,95.00,30.40,91.20
572,2,SILVER BRACELETS,BSRK 560,0,0,22,39,7.00,78.00,37.44,74.88
573,1,SILVER BRACELETS,BSRK 560,0,0,32,36,7.50,42.00,40.32,40.32
574,1,SILVER BRACELETS,BTOV 552,0,0,43,34,7.50,68.00,65.28,65.28
575,2,SILVER BRACELETS,BTOV 561,0,0,18,35,7.00,80.00,38.40,76.80
576,1,SILVER BRACELETS,BTOV 561,0,0,50,84,7.50,43.00,41.28,41.28
577,1,SILVER BRACELETS,BTOV 561,0,0,10,49,8.00,46.00,44.16,44.16
578,2,SILVER BRACELETS,BCTR BOO,0,0,14,95,7.00,132.00,63.36,126.72
579,4,SILVER BRACELETS,BCTR 800,0,0,43,90,7.50,282.00,67.68,270.72
580,2,SILVER BRACELETS,BCTR 800,0,0,8,68,8.00,150.00,72.00,144.00
581,3,SILVER BRACELETS,BSTR 750,0,0,15,98,8.00,161.00,51.52,154.56
582,2,SILVER BRACELETS,BSTR 750,0,0,46,19,8.50,115.00,55.20,110.40
